,word,vec
51627,photographer,
51628,cinematographer,
51629,lensman,
51630,cameraman,
51631,camera technician,
51632,camera buff,
51633,wildlife photographer,
51634,photo safari,
51635,with gun and camera,
51636,language,
51637,phraseology,
51638,speech,
51639,tongue,
51640,lingo,
51641,vernacular,
51642,mother tongue,
51643,vulgar tongue,
51644,native tongue,
51645,household words,
51646,King's English,
51647,Queen's English,
51648,dialect,
51649,confusion of tongues,
51650,Babel,
51651,pasigraphie,
51652,pantomime,
51653,onomatopoeia,
51654,betacism,
51655,mimmation,
51656,myatism,
51657,nunnation,
51658,pasigraphy,
51659,lexicology,
51660,philology,
51661,glossology,
51662,glottology,
51663,linguistics,
51664,chrestomathy,
51665,paleology,
51666,paleography,
51667,comparative grammar,
51668,literature,
51669,letters,
51670,polite literature,
51671,belles lettres,
51672,muses,
51673,humanities,
51674,literae humaniores,
51675,republic of letters,
51676,dead languages,
51677,classics,
51678,genius of language,
51679,scholarship,
51680,express by words,
51681,lingual,
51682,linguistic,
51683,dialectic,
51684,vernacular,
51685,current,
51686,bilingual,
51687,diglot,
51688,hexaglot,
51689,polyglot,
51690,literary,
51691,syllables govern the world,
51692,letter,
51693,character,
51694,hieroglyphic,
51695,type,
51696,capitals,
51697,digraph,
51698,trigraph,
51699,ideogram,
51700,ideograph,
51701,majuscule,
51702,minuscule,
51703,majuscule,
51704,minuscule,
51705,alphabet,
51706,ABC,
51707,abecedary,
51708,christcross-row,
51709,consonant,
51710,vowel,
51711,diphthong,
51712,triphthong,
51713,mute,
51714,liquid,
51715,labial,
51716,dental,
51717,guttural,
51718,syllable,
51719,monosyllable,
51720,dissyllable,
51721,polysyllable,
51722,affix,
51723,suffix,
51724,spelling,
51725,orthograph,
51726,phonography,
51727,phonetic spelling,
51728,anagrammatism,
51729,metagrammatism,
51730,cipher,
51731,monogram,
51732,anagram,
51733,doubleacrostic,
51734,spell,
51735,literal,
51736,alphabetical,
51737,abecedarian,
51738,syllabic,
51739,majuscular,
51740,minuscular,
51741,uncial,
51742,word,
51743,term,
51744,vocable,
51745,name,
51746,phrase,
51747,root,
51748,etymon,
51749,derivative,
51750,part of speech,
51751,ideophone,
51752,dictionary,
51753,vocabulary,
51754,lexicon,
51755,glossary,
51756,index,
51757,concordance,
51758,thesaurus,
51759,gradus,
51760,delectus,
51761,etymology,
51762,derivation,
51763,glossology,
51764,terminology orismology,
51765,paleology,
51766,lexicography,
51767,glossographer,
51768,lexicologist,
51769,verbarian,
51770,verbal,
51771,literal,
51772,titular,
51773,nominal,
51774,conjugate,
51775,paronymous,
51776,derivative,
51777,verbally,
51778,verbatim,
51779,the artillery of words,
51780,neology,
51781,neologism,
51782,newfangled expression,
51783,nonce expression,
51784,back-formation,
51785,caconym,
51786,barbarism,
51787,archaism,
51788,black letter,
51789,monkish Latin,
51790,corruption,
51791,missaying,
51792,malapropism,
51793,antiphrasis,
51794,pun,
51795,paranomasia,
51796,play upon words,
51797,word play,
51798,double-entendre,
51799,palindrome,
51800,paragram,
51801,anagram,
51802,clinch,
51803,abuse of language,
51804,abuse of terms,
51805,dialect,
51806,brogue,
51807,idiom,
51808,accent,
51809,patois,
51810,provincialism,
51811,regionalism,
51812,localism,
51813,broken English,
51814,lingua franca,
51815,Anglicism,
51816,Briticism,
51817,Gallicism,
51818,Scotticism,
51819,Hibernicism,
51820,Americanism,
51821,Gypsy lingo,
51822,Romany,
51823,pidgin,
51824,pidgin English,
51825,pigeon English,
51826,Volapuk,
51827,Chinook,
51828,Esperanto,
51829,Hindustani,
51830,kitchen Kaffir,
51831,dog Latin,
51832,macaronics,
51833,gibberish,
51834,confusion of tongues,
51835,Babel,
51836,babu English,
51837,chi-chi,
51838,figure of speech,
51839,byword,
51840,colloquialism,
51841,informal speech,
51842,informal language,
51843,substandard language,
51844,vernacular,
51845,vulgar language,
51846,obscene language,
51847,obscenity,
51848,vulgarity,
51849,jargon,
51850,technical terms,
51851,technicality,
51852,lingo,
51853,slang,
51854,cant,
51855,argot,
51856,St. Gile's Greek,
51857,thieves' Latin,
51858,peddler's French,
51859,flash tongue,
51860,Billingsgate,
51861,Wall Street slang,
51862,pseudology,
51863,pseudonym,
51864,Mr,
51865,So-and-so,
51866,wha d'ye call 'em,
51867,whatchacallim,
51868,what's his name,
51869,thingummy,
51870,thingumbob,
51871,je ne sais quoi,
51872,neologist,
51873,coiner of words,
51874,coin words,
51875,coin a term,
51876,backform,
51877,Americanize,
51878,Anglicize,
51879,neologic,
51880,neological,
51881,archaic,
51882,obsolete,
51883,colloquial,
51884,Anglice,
51885,nomenclature,
51886,naming,
51887,nuncupation,
51888,nomination,
51889,baptism,
51890,orismology,
51891,onomatopoeia,
51892,antonomasia,
51893,name,
51894,appelation,
51895,appelative,
51896,designation,
51897,title,
51898,heading,
51899,rubric,
51900,caption,
51901,denomination,
51902,by-name,
51903,epithet,
51904,style,
51905,proper name,
51906,praenomen,
51907,agnomen,
51908,cognomen,
51909,patronymic,
51910,surname,
51911,cognomination,
51912,eponym,
51913,compellation,
51914,description,
51915,antonym,
51916,empty title,
51917,empty name,
51918,handle to one's name,
51919,namesake,
51920,term,
51921,expression,
51922,noun,
51923,byword,
51924,convertible terms,
51925,technical term,
51926,cant,
51927,name,
51928,call,
51929,term,
51930,denominate designate,
51931,style,
51932,entitle,
51933,clepe,
51934,dub,
51935,christen,
51936,baptize,
51937,characterize,
51938,specify,
51939,define,
51940,distinguish by the name of,
51941,label,
51942,be called,
51943,take the name of,
51944,bean the name of,
51945,go by the name of,
51946,be known by the name of,
51947,go under the name of,
51948,pass under the name of,
51949,rejoice in the name of,
51950,named,
51951,hight,
51952,ycleped,
51953,known as,
51954,what one may well,
51955,call fairly,
51956,call properly,
51957,call fitly,
51958,nuncupatory,
51959,nuncupative,
51960,cognominal,
51961,titular,
51962,nominal,
51963,orismological,
51964,beggar'd all description,
51965,misnomer,
51966,lucus a non lucendo,
51967,Mrs,
51968,Malaprop,
51969,what d'ye call 'em,
51970,Hoosier,
51971,nickname,
51972,sobriquet,
51973,by-name,
51974,assumed name,
51975,assumed title,
51976,alias,
51977,nom de course,
51978,nom de theatre,
51979,nom de guerre,
51980,nom de plume,
51981,pseudonym,
51982,pseudonymy,
51983,misname,
51984,miscall,
51985,misterm,
51986,nickname,
51987,assume a name,
51988,misnamed,
51989,pseudonymous,
51990,soi-disant,
51991,self called,
51992,self styled,
51993,self christened,
51994,so-called,
51995,nameless,
51996,anonymous,
51997,without a having no name,
51998,innominate,
51999,unnamed,
52000,unacknowledged,
52001,in no sense,
52002,phrase,
52003,expression,
52004,set phrase,
52005,sentence,
52006,paragraph,
52007,figure of speech,
52008,idiom,
52009,idiotism,
52010,turn of expression,
52011,style,
52012,paraphrase,
52013,periphrase,
52014,motto,
52015,phraseology,
52016,express,
52017,phrase,
52018,word,
52019,word it,
52020,give words to,
52021,give expression to,
52022,voice,
52023,arrange in words,
52024,clothe in words,
52025,put into words,
52026,express by words,
52027,couch in terms,
52028,find words to express,
52029,speak by the card,
52030,call,
52031,denominate,
52032,designate,
52033,dub,
52034,expressed,
52035,idiomatic,
52036,in round terms,
52037,in set terms,
52038,in good set terms,
52039,set terms,
52040,in set phrases,
52041,grammar,
52042,accidence,
52043,syntax,
52044,praxis,
52045,punctuation,
52046,parts of speech,
52047,jussive,
52048,syllabication,
52049,inflection,
52050,case,
52051,declension,
52052,conjugation,
52053,us et norma loquendi,
52054,Lindley Murray,
52055,correct style,
52056,philology,
52057,parse,
52058,punctuate,
52059,syllabicate,
52060,solecism,
52061,bad grammar,
52062,false grammar,
52063,faulty grammar,
52064,slip of the pen,
52065,slip of the tongue,
52066,lapsus linguae,
52067,slipslop,
52068,bull,
52069,barbarism,
52070,impropriety,
52071,use bad grammar,
52072,faulty grammar,
52073,solecize,
52074,commit a solecism,
52075,murder the King's English,
52076,murder the Queen's English,
52077,break Priscian's head,
52078,ungrammatical,
52079,incorrect,
52080,inaccurate,
52081,faulty,
52082,improper,
52083,incongruous,
52084,solecistic,
52085,solecistical,
52086,style,
52087,diction,
52088,phraseology,
52089,wording,
52090,manner,
52091,strain,
52092,composition,
52093,mode of expression,
52094,choice of words,
52095,mode of speech,
52096,literary power,
52097,ready pen,
52098,pen of a ready writer,
52099,command of language,
52100,authorship,
52101,la morgue litteraire,
52102,express by words,
52103,write,
52104,le style c'est de l'homme,
52105,style is the dress of thoughts,
52106,Various Qualities of Style,
52107,perspicuity,
52108,perspicuousness,
52109,plain speaking,
52110,definiteness,
52111,definition,
52112,exactness,
52113,explicitness,
52114,lucidness,
52115,lucid,
52116,explicit,
52117,exact,
52118,obscurity,
52119,involution,
52120,hard words,
52121,ambiguity,
52122,unintelligibleness,
52123,vagueness,
52124,inexactness,
52125,what d'ye call 'em,
52126,darkness of meaning,
52127,obscure,
52128,crabbed,
52129,involved,
52130,confused,
52131,conciseness,
52132,brevity,
52133,the soul of wit,
52134,laconism,
52135,Tacitus,
52136,ellipsis,
52137,syncope,
52138,abridgment,
52139,compression,
52140,epitome,
52141,monostich,
52142,brunch word,
52143,portmanteau word,
52144,be concise,
52145,condense,
52146,abridge,
52147,abstract,
52148,come to the point,
52149,concise,
52150,brief,
52151,short,
52152,terse,
52153,close,
52154,to the point,
52155,exact,
52156,neat,
52157,compact,
52158,compressed,
52159,condensed,
52160,pointed,
52161,laconic,
52162,curt,
52163,pithy,
52164,trenchant,
52165,summary,
52166,pregnant,
52167,compendious,
52168,succinct,
52169,elliptical,
52170,epigrammatic,
52171,quaint,
52172,crisp,
52173,sententious,
52174,concisely,
52175,briefly,
52176,summarily,
52177,in brief,
52178,in short,
52179,in a word,
52180,in a few words,
52181,for shortness sake,
52182,to come to the point,
52183,to make a long story short,
52184,to cut the matter short,
52185,to be brief,
52186,it comes to this,
52187,the long and the short of it is,
52188,brevis esse laboro obscurus fio,
52189,diffuseness,
52190,amplification,
52191,dilating,
52192,verbosity,
52193,verbiage,
52194,cloud of words,
52195,copia verborum,
52196,flow of words,
52197,looseness,
52198,Polylogy,
52199,tautology,
52200,battology,
52201,perissology,
52202,pleonasm,
52203,exuberance,
52204,redundancy,
52205,thrice-told tale,
52206,prolixity,
52207,circumlocution,
52208,ambages,
52209,periphrase,
52210,periphrasis,
52211,roundabout phrases,
52212,episode,
52213,expletive,
52214,pennya-lining,
52215,richness,
52216,be diffuse,
52217,run out on,
52218,descant,
52219,expatiate,
52220,enlarge,
52221,dilate,
52222,amplify,
52223,expand,
52224,inflate,
52225,launch out,
52226,branch out,
52227,rant,
52228,maunder,
52229,prose,
52230,harp upon,
52231,dwell on,
52232,insist upon,
52233,digress,
52234,ramble,
52235,battre la campagne,
52236,beat about the bush,
52237,perorate,
52238,spin a long yarn,
52239,protract,
52240,spin out,
52241,swell out,
52242,draw out,
52243,battologize,
52244,diffuse,
52245,profuse,
52246,wordy,
52247,verbose,
52248,largiloquent,
52249,copious,
52250,exuberant,
52251,pleonastic,
52252,lengthy,
52253,longsome,
52254,long-winded,
52255,longspun,
52256,long drawn out,
52257,spun out,
52258,protracted,
52259,prolix,
52260,prosing,
52261,maundering,
52262,circumlocutory,
52263,periphrastic,
52264,ambagious,
52265,roundabout,
52266,digressive,
52267,discursive,
52268,excursive,
52269,loose,
52270,rambling episodic,
52271,flatulent,
52272,frothy,
52273,diffusely,
52274,at large,
52275,in extenso,
52276,about it and about it,
52277,vigor,
52278,power,
52279,force,
52280,boldness,
52281,raciness,
52282,intellectual,
52283,force,
52284,spirit,
52285,point,
52286,antithesis,
52287,piquance,
52288,piquancy,
52289,verve,
52290,glow,
52291,fire,
52292,warmth,
52293,strong language,
52294,gravity,
52295,sententiousness,
52296,elevation,
52297,loftiness,
52298,sublimity,
52299,eloquence,
52300,command of words,
52301,command of language,
52302,vigorous,
52303,nervous,
52304,powerful,
52305,forcible,
52306,trenchant,
52307,incisive,
52308,impressive,
52309,sensational,
52310,spirited,
52311,lively,
52312,glowing,
52313,sparkling,
52314,racy,
52315,bold,
52316,slashing,
52317,pungent,
52318,piquant,
52319,full of point,
52320,pointed,
52321,pithy,
52322,antithetical,
52323,sententious,
52324,lofty,
52325,elevated,
52326,sublime,
52327,eloquent,
52328,vehement,
52329,petulant,
52330,impassioned,
52331,poetic,
52332,in glowing terms,
52333,in good set terms,
52334,in no measured terms,
52335,thoughts that breath and words that burn,
52336,feebleness,
52337,feeble,
52338,bald,
52339,tame,
52340,meager,
52341,jejune,
52342,vapid,
52343,bland,
52344,trashy,
52345,lukewarm,
52346,cold,
52347,frigid,
52348,poor,
52349,dull,
52350,dry,
52351,languid,
52352,colorless,
52353,enervated,
52354,proposing,
52355,prosy,
52356,prosaic,
52357,unvaried,
52358,monotonous,
52359,weak,
52360,washy,
52361,wishy-washy,
52362,sketchy,
52363,slight,
52364,careless,
52365,slovenly,
52366,loose,
52367,lax,
52368,slipshod,
52369,slipslop,
52370,inexact,
52371,puerile,
52372,childish,
52373,flatulent,
52374,rambling,
52375,plainness,
52376,simplicity,
52377,severity,
52378,plain terms,
52379,plain English,
52380,Saxon English,
52381,household words,
52382,call a spade 'a spade',
52383,plunge in medias res,
52384,come to the point,
52385,plain,
52386,simple,
52387,unornamented,
52388,unadorned,
52389,unvarnished,
52390,homely,
52391,homespun,
52392,neat,
52393,severe,
52394,chaste,
52395,pure,
52396,Saxon,
52397,commonplace,
52398,matter-of-fact,
52399,natural,
52400,prosaic,
52401,dry,
52402,unvaried,
52403,monotonous,
52404,in plain terms,
52405,in plain words,
52406,in plain English,
52407,in plain common parlance,
52408,point-blank,
